"","Country","date","total_cases","new_cases","total_cases_per_million","new_cases_per_million","total_deaths","new_deaths","total_deaths_per_million","new_deaths_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","population_size","hospital_beds_per_100k","Obesity_rate","Median_Age","gdp_estimate_ppp","age_adjusted_risk","area","Density_km","Inequality_spatial_transformed","C1_School.closing","C1_Flag","C2_Workplace.closing","C2_Flag","C3_Cancel.public.events","C3_Flag","C4_Restrictions.on.gatherings","C4_Flag","C5_Close.public.transport","C5_Flag","C6_Stay.at.home.requirements","C6_Flag","C7_Restrictions.on.internal.movement","C7_Flag","C8_International.travel.controls","E1_Income.support","E1_Flag","E2_Debt.contract.relief","E3_Fiscal.measures","E4_International.support","H1_Public.information.campaigns","H1_Flag","H2_Testing.policy","H3_Contact.tracing","H4_Emergency.investment.in.healthcare","H5_Investment.in.vaccines","M1_Wildcard","StringencyIndex","LegacyStringencyIndex","days_since_outbreak","days_since_deaths_crossed_0.1_per_million","days_since_10_deaths","gov_response_at_0.1_deaths_per_million","deaths_5_day_averages","infections_5_day_averages","peak_deaths_already_occurred_indicator","peak_cases_already_occurred_indicator"
"2398","Colombia",2020-04-03,1161,96,22.817,1.887,19,2,0.373,0.039,22752,1340,0.447,0.026,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,3,1,0,NA,2,1,2,1,4,0,NA,2,NA,0,2,1,2,2,0,0,NA,84.26,82.86,27,7,4,84.26,0.0512,2.1738,1,0
"2399","Colombia",2020-04-04,1267,106,24.9,2.083,25,6,0.491,0.118,23989,1237,0.471,0.024,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,3,1,0,NA,2,1,2,1,4,0,NA,2,7429659624,0,2,1,2,2,0,0,NA,84.26,82.86,28,8,5,84.26,0.059,2.221,1,0
"2400","Colombia",2020-04-05,1406,139,27.632,2.732,32,7,0.629,0.138,25547,1558,0.502,0.031,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,3,1,0,NA,2,1,2,1,4,0,NA,2,0,0,2,1,2,2,0,0,NA,84.26,82.86,29,9,6,84.26,0.0708,2.39,1,0
"2401","Colombia",2020-04-06,1485,79,29.185,1.553,35,3,0.688,0.059,27968,2421,0.55,0.048,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,3,1,0,NA,2,1,2,1,4,0,NA,2,NA,0,2,1,2,2,0,0,NA,84.26,82.86,30,10,7,84.26,0.0748,2.276,1,0
"2402","Colombia",2020-04-07,1579,94,31.032,1.847,46,11,0.904,0.216,30728,2760,0.604,0.054,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,0,0,NA,84.26,82.86,31,11,8,84.26,0.114,2.0204,1,0
"2403","Colombia",2020-04-08,1780,201,34.982,3.95,50,4,0.983,0.079,33858,3130,0.665,0.062,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,0,0,NA,84.26,82.86,32,12,9,84.26,0.122,2.433,1,0
"2404","Colombia",2020-04-09,2054,274,40.367,5.385,55,5,1.081,0.098,35193,1335,0.692,0.026,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,0,0,NA,84.26,82.86,33,13,10,84.26,0.118,3.0934,1,0
"2405","Colombia",2020-04-10,2223,169,43.689,3.321,69,14,1.356,0.275,37876,2683,0.744,0.053,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,0,0,NA,84.26,82.86,34,14,11,84.26,0.1454,3.2112,1,0
"2406","Colombia",2020-04-11,2473,250,48.602,4.913,80,11,1.572,0.216,40618,2742,0.798,0.054,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,0,0,NA,84.26,82.86,35,15,12,84.26,0.1768,3.8832,1,0
"2407","Colombia",2020-04-12,2709,236,53.24,4.638,100,20,1.965,0.393,41780,1162,0.821,0.023,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,84.26,82.86,36,16,13,84.26,0.2122,4.4414,1,0
"2408","Colombia",2020-04-13,2776,67,54.557,1.317,109,9,2.142,0.177,43036,1256,0.846,0.025,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,84.26,82.86,37,17,14,84.26,0.2318,3.9148,1,0
"2409","Colombia",2020-04-14,2852,76,56.05,1.494,112,3,2.201,0.059,45351,2315,0.891,0.045,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,81.61,79.29,38,18,15,84.26,0.224,3.1366,1,0
"2410","Colombia",2020-04-15,2979,127,58.546,2.496,127,15,2.496,0.295,48556,3205,0.954,0.063,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,81.61,79.29,39,19,16,84.26,0.228,2.9716,1,0
"2411","Colombia",2020-04-16,3105,126,61.022,2.476,131,4,2.575,0.079,52013,3457,1.022,0.068,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,81.61,79.29,40,20,17,84.26,0.2006,2.4842,1,0
"2412","Colombia",2020-04-17,3233,128,63.538,2.516,144,13,2.83,0.255,55501,3488,1.091,0.069,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,81.61,79.29,41,21,18,84.26,0.173,2.0598,1,0
"2413","Colombia",2020-04-18,3439,206,67.587,4.049,153,9,3.007,0.177,58930,3429,1.158,0.067,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,81.61,79.29,42,22,19,84.26,0.173,2.6062,1,0
"2414","Colombia",2020-04-19,3621,182,71.163,3.577,166,13,3.262,0.255,62674,3744,1.232,0.074,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,81.61,79.29,43,23,20,84.26,0.2122,3.0228,1,0
"2415","Colombia",2020-04-20,3792,171,74.524,3.361,179,13,3.518,0.255,65097,2423,1.279,0.048,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,81.61,79.29,44,24,21,84.26,0.2042,3.1958,1,0
"2416","Colombia",2020-04-21,3977,185,78.16,3.636,189,10,3.714,0.197,68356,3259,1.343,0.064,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,81.61,79.29,45,25,22,84.26,0.2278,3.4278,1,0
"2417","Colombia",2020-04-22,4149,172,81.54,3.38,196,7,3.852,0.138,71407,3051,1.403,0.06,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,81.61,79.29,46,26,23,84.26,0.2044,3.6006,1,0
"2418","Colombia",2020-04-23,4356,207,85.608,4.068,206,10,4.049,0.197,74864,3457,1.471,0.068,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,3,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,81.61,79.29,47,27,24,84.26,0.2084,3.6044,1,0
"2419","Colombia",2020-04-24,4561,205,89.637,4.029,215,9,4.225,0.177,77985,3121,1.533,0.061,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,4,1,0,NA,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,83.6,79.29,48,28,25,84.26,0.1928,3.6948,1,0
"2420","Colombia",2020-04-25,4881,320,95.926,6.289,225,10,4.422,0.197,81053,3068,1.593,0.06,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,4,1,1,1,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,90.74,88.81,49,29,26,84.26,0.1812,4.2804,1,0
"2421","Colombia",2020-04-26,5142,261,101.056,5.129,233,8,4.579,0.157,87106,6053,1.712,0.119,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,2,1,2,1,4,1,1,1,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,90.74,88.81,50,30,27,84.26,0.1732,4.579,1,0
"2422","Colombia",2020-04-27,5379,237,105.713,4.658,243,10,4.776,0.197,90899,3793,1.786,0.075,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,93.38,92.38,51,31,28,84.26,0.185,4.8346,1,0
"2423","Colombia",2020-04-28,5597,218,109.998,4.284,253,10,4.972,0.197,95085,4186,1.869,0.082,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,93.38,92.38,52,32,29,84.26,0.185,4.8778,1,0
"2424","Colombia",2020-04-29,5949,352,116.916,6.918,269,16,5.287,0.314,100153,5068,1.968,0.1,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,93.38,92.38,53,33,30,84.26,0.2124,5.4556,1,0
"2425","Colombia",2020-04-30,6211,262,122.065,5.149,278,9,5.464,0.177,104657,4504,2.057,0.089,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,1,1,2,0,0,2,1,2,2,NA,0,NA,93.38,92.38,54,34,31,84.26,0.2084,5.2276,1,0
"2426","Colombia",2020-05-01,6507,296,127.882,5.817,293,15,5.758,0.295,108950,4293,2.141,0.084,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,1,1,2,0,0,2,1,NA,NA,NA,NA,NA,93.38,92.38,55,35,32,84.26,0.236,5.3652,1,0
"2427","Colombia",2020-05-02,7006,499,137.689,9.807,314,21,6.171,0.413,114602,5652,2.252,0.111,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27,78.1,56,36,33,84.26,0.2792,6.395,1,0
"2428","Colombia",2020-05-03,7285,279,143.172,5.483,324,10,6.368,0.197,118801,4199,2.335,0.083,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27,78.1,57,37,34,84.26,0.2792,6.6348,1,0
"2429","Colombia",2020-05-04,7668,383,150.699,7.527,340,16,6.682,0.314,123029,4228,2.418,0.083,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27,78.1,58,38,35,84.26,0.2792,6.7566,1,0
"2430","Colombia",2020-05-05,7973,305,156.693,5.994,358,18,7.036,0.354,127105,4076,2.498,0.08,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27,78.1,59,39,36,84.26,0.3146,6.9256,1,0
"2431","Colombia",2020-05-06,8613,640,169.271,12.578,378,20,7.429,0.393,131110,4005,2.577,0.079,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27,78.1,60,40,37,84.26,0.3342,8.2778,1,0
"2432","Colombia",2020-05-07,8959,346,176.071,6.8,397,19,7.802,0.373,135352,4242,2.66,0.083,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27,78.1,61,41,38,84.26,0.3262,7.6764,1,0
"2433","Colombia",2020-05-08,9456,497,185.839,9.768,407,10,7.999,0.197,139739,4387,2.746,0.086,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27,78.1,62,42,39,84.26,0.3262,8.5334,1,0
"2434","Colombia",2020-05-09,10051,595,197.532,11.694,428,21,8.411,0.413,144912,5173,2.848,0.102,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27,78.1,63,43,40,84.26,0.346,9.3668,1,0
"2435","Colombia",2020-05-10,10495,444,206.258,8.726,445,17,8.746,0.334,151396,6484,2.975,0.127,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27,78.1,64,44,41,84.26,0.342,9.9132,1,0
"2436","Colombia",2020-05-11,11063,568,217.421,11.163,463,18,9.099,0.354,158933,7537,3.124,0.148,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,3,1,3,1,2,1,4,1,1,1,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27,78.1,65,45,42,84.26,0.3342,9.6302,1,0
"2437","Colombia",2020-05-12,11613,550,228.23,10.809,479,16,9.414,0.314,NA,NA,NA,NA,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27,78.1,66,46,43,84.26,0.3224,10.432,1,0
"2438","Colombia",2020-05-13,12272,659,241.181,12.951,493,14,9.689,0.275,NA,NA,NA,NA,50882884,1.71,22.3,31.2,16264.966,35.4093029445809,1.13483e+12,44.26064406,8.16331935062852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.27,78.1,67,47,44,84.26,0.338,11.0686,1,0
"2439","Comoros",2020-05-02,1,1,1.15,1.15,0,0,0,0,NA,NA,NA,NA,869595,2.2,7.8,20.9,2897.948,10.9974080788768,1534813559,575.4197579,2.61273470146834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-3,NA,NA,0,1.15,1,0
"2440","Comoros",2020-05-03,1,0,1.15,0,0,0,0,0,NA,NA,NA,NA,869595,2.2,7.8,20.9,2897.948,10.9974080788768,1534813559,575.4197579,2.61273470146834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-2,NA,NA,0,0.575,1,0
"2441","Comoros",2020-05-04,3,2,3.45,2.3,0,0,0,0,NA,NA,NA,NA,869595,2.2,7.8,20.9,2897.948,10.9974080788768,1534813559,575.4197579,2.61273470146834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-1,NA,NA,0,1.15,1,0
"2442","Comoros",2020-05-05,4,1,4.6,1.15,1,1,1.15,1.15,NA,NA,NA,NA,869595,2.2,7.8,20.9,2897.948,10.9974080788768,1534813559,575.4197579,2.61273470146834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,0.2875,1.15,1,0
"2443","Comoros",2020-05-06,4,0,4.6,0,1,0,1.15,0,NA,NA,NA,NA,869595,2.2,7.8,20.9,2897.948,10.9974080788768,1534813559,575.4197579,2.61273470146834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,0.23,0.92,1,0
"2444","Comoros",2020-05-07,8,4,9.2,4.6,1,0,1.15,0,NA,NA,NA,NA,869595,2.2,7.8,20.9,2897.948,10.9974080788768,1534813559,575.4197579,2.61273470146834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,0.23,1.61,1,0
"2445","Comoros",2020-05-08,8,0,9.2,0,1,0,1.15,0,NA,NA,NA,NA,869595,2.2,7.8,20.9,2897.948,10.9974080788768,1534813559,575.4197579,2.61273470146834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,0.23,1.61,1,0
"2446","Comoros",2020-05-09,8,0,9.2,0,1,0,1.15,0,NA,NA,NA,NA,869595,2.2,7.8,20.9,2897.948,10.9974080788768,1534813559,575.4197579,2.61273470146834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA,0.23,1.15,1,0
"2447","Comoros",2020-05-10,11,3,12.65,3.45,1,0,1.15,0,NA,NA,NA,NA,869595,2.2,7.8,20.9,2897.948,10.9974080788768,1534813559,575.4197579,2.61273470146834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,NA,NA,0,1.61,1,0
"2448","Comoros",2020-05-11,11,0,12.65,0,1,0,1.15,0,NA,NA,NA,NA,869595,2.2,7.8,20.9,2897.948,10.9974080788768,1534813559,575.4197579,2.61273470146834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,6,NA,NA,0,1.61,1,0
"2449","Comoros",2020-05-12,11,0,12.65,0,1,0,1.15,0,NA,NA,NA,NA,869595,2.2,7.8,20.9,2897.948,10.9974080788768,1534813559,575.4197579,2.61273470146834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,7,NA,NA,0,0.69,1,0
"2450","Comoros",2020-05-13,11,0,12.65,0,1,0,1.15,0,NA,NA,NA,NA,869595,2.2,7.8,20.9,2897.948,10.9974080788768,1534813559,575.4197579,2.61273470146834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,NA,NA,0,0.69,1,0
"2451","Congo",2020-03-16,1,1,0.181,0.181,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,0,1,1,0,1,0,0,NA,12.7,15.24,0,-16,-47,98.02,0,0.181,1,1
"2452","Congo",2020-03-17,1,0,0.181,0,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,0,1,1,0,1,0,0,NA,12.7,15.24,1,-15,-46,98.02,0,0.0905,1,1
"2453","Congo",2020-03-18,1,0,0.181,0,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,0,1,1,0,1,0,0,NA,12.7,15.24,2,-14,-45,98.02,0,0.0603333333333333,1,1
"2454","Congo",2020-03-19,3,2,0.544,0.362,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,0,1,1,1,1,0,0,NA,12.7,15.24,3,-13,-44,98.02,0,0.13575,1,1
"2455","Congo",2020-03-20,3,0,0.544,0,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,2,0,NA,0,NA,0,1,1,1,1,0,0,NA,12.7,15.24,4,-12,-43,98.02,0,0.1086,1,1
"2456","Congo",2020-03-21,3,0,0.544,0,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,0,NA,0,NA,0,1,1,1,1,0,0,NA,18.25,20.95,5,-11,-42,98.02,0,0.0724,1,1
"2457","Congo",2020-03-22,4,1,0.725,0.181,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,0,NA,0,NA,0,1,1,1,1,0,0,NA,18.25,20.95,6,-10,-41,98.02,0,0.1086,1,1
"2458","Congo",2020-03-23,4,0,0.725,0,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,0,NA,0,NA,0,1,1,1,1,0,0,NA,18.25,20.95,7,-9,-40,98.02,0,0.1086,1,1
"2459","Congo",2020-03-24,4,0,0.725,0,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,0,NA,0,NA,0,1,1,1,1,0,0,NA,18.25,20.95,8,-8,-39,98.02,0,0.0362,1,1
"2460","Congo",2020-03-25,4,0,0.725,0,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,0,NA,0,NA,0,1,1,1,1,0,0,NA,18.25,20.95,9,-7,-38,98.02,0,0.0362,1,1
"2461","Congo",2020-03-26,4,0,0.725,0,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,0,NA,0,NA,0,1,1,1,1,0,0,NA,18.25,20.95,10,-6,-37,98.02,0,0.0362,1,1
"2462","Congo",2020-03-27,4,0,0.725,0,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,4,0,NA,0,NA,0,1,1,1,1,0,0,NA,18.25,20.95,11,-5,-36,98.02,0,0,1,1
"2463","Congo",2020-03-28,4,0,0.725,0,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,3,1,3,1,2,1,3,1,0,NA,3,1,2,1,4,0,NA,0,NA,0,1,1,1,1,0,0,NA,82.93,78.1,12,-4,-35,98.02,0,0,1,1
"2464","Congo",2020-03-29,19,15,3.443,2.718,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,3,1,3,1,2,1,3,1,0,NA,3,1,2,1,4,0,NA,0,NA,0,1,1,1,1,0,0,NA,82.93,78.1,13,-3,-34,98.02,0,0.5436,1,1
"2465","Congo",2020-03-30,19,0,3.443,0,0,0,0,0,NA,NA,NA,NA,5518092,NA,9.6,19.5,7336.446,9.56790420969314,3.44021e+11,224.5994188,48.3967277230103,3,1,3,1,2,1,3,1,0,NA,3,1,2,1,4,0,NA,0,NA,0,2,1,1,1,0,0,NA,86.9,82.86,14,-2,-33,98.02,0,0.5436,1,1
