"","Country","date","total_cases","new_cases","total_cases_per_million","new_cases_per_million","total_deaths","new_deaths","total_deaths_per_million","new_deaths_per_million","total_tests","new_tests","total_tests_per_thousand","new_tests_per_thousand","population_size","hospital_beds_per_100k","Obesity_rate","Median_Age","gdp_estimate_ppp","age_adjusted_risk","area","Density_km","Inequality_spatial_transformed","C1_School.closing","C1_Flag","C2_Workplace.closing","C2_Flag","C3_Cancel.public.events","C3_Flag","C4_Restrictions.on.gatherings","C4_Flag","C5_Close.public.transport","C5_Flag","C6_Stay.at.home.requirements","C6_Flag","C7_Restrictions.on.internal.movement","C7_Flag","C8_International.travel.controls","E1_Income.support","E1_Flag","E2_Debt.contract.relief","E3_Fiscal.measures","E4_International.support","H1_Public.information.campaigns","H1_Flag","H2_Testing.policy","H3_Contact.tracing","H4_Emergency.investment.in.healthcare","H5_Investment.in.vaccines","M1_Wildcard","StringencyIndex","LegacyStringencyIndex","days_since_outbreak","days_since_deaths_crossed_0.1_per_million","days_since_10_deaths","gov_response_at_0.1_deaths_per_million","deaths_5_day_averages","infections_5_day_averages","peak_deaths_already_occurred_indicator","peak_cases_already_occurred_indicator"
"13","Afghanistan",2020-03-18,22,1,0.565,0.026,0,0,0,0,NA,NA,NA,NA,38928341,0.5,5.5,19.5,2181.532,8.97049684587071,NA,NA,NA,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,36.11,45.71,22,-12,-21,61.25,0,0.0924,1,0
"14","Afghanistan",2020-03-19,22,0,0.565,0,0,0,0,0,NA,NA,NA,NA,38928341,0.5,5.5,19.5,2181.532,8.97049684587071,NA,NA,NA,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,36.11,45.71,23,-11,-20,61.25,0,0.077,1,0
"15","Afghanistan",2020-03-20,22,0,0.565,0,0,0,0,0,NA,NA,NA,NA,38928341,0.5,5.5,19.5,2181.532,8.97049684587071,NA,NA,NA,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,36.11,45.71,24,-10,-19,61.25,0,0.0616,1,0
"16","Afghanistan",2020-03-21,24,2,0.617,0.051,0,0,0,0,NA,NA,NA,NA,38928341,0.5,5.5,19.5,2181.532,8.97049684587071,NA,NA,NA,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,36.11,45.71,25,-9,-18,61.25,0,0.041,1,0
"17","Afghanistan",2020-03-22,24,0,0.617,0,0,0,0,0,NA,NA,NA,NA,38928341,0.5,5.5,19.5,2181.532,8.97049684587071,NA,NA,NA,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,36.11,45.71,26,-8,-17,61.25,0,0.0154,1,0
"18","Afghanistan",2020-03-23,34,10,0.873,0.257,0,0,0,0,NA,NA,NA,NA,38928341,0.5,5.5,19.5,2181.532,8.97049684587071,NA,NA,NA,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,36.11,45.71,27,-7,-16,61.25,0,0.0616,1,0
"19","Afghanistan",2020-03-24,40,6,1.028,0.154,1,1,0.026,0.026,NA,NA,NA,NA,38928341,0.5,5.5,19.5,2181.532,8.97049684587071,NA,NA,NA,3,1,3,0,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,44.05,56.43,28,-6,-15,61.25,0.0052,0.0924,1,0
"20","Afghanistan",2020-03-25,42,2,1.079,0.051,1,0,0.026,0,NA,NA,NA,NA,38928341,0.5,5.5,19.5,2181.532,8.97049684587071,NA,NA,NA,3,1,3,0,2,1,0,NA,0,NA,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,53.31,63.57,29,-5,-14,61.25,0.0052,0.1026,1,0
"21","Afghanistan",2020-03-26,75,33,1.927,0.848,1,0,0.026,0,NA,NA,NA,NA,38928341,0.5,5.5,19.5,2181.532,8.97049684587071,NA,NA,NA,3,1,3,0,2,1,0,NA,0,NA,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,53.31,63.57,30,-4,-13,61.25,0.0052,0.262,1,0
"22","Afghanistan",2020-03-27,75,0,1.927,0,1,0,0.026,0,NA,NA,NA,NA,38928341,0.5,5.5,19.5,2181.532,8.97049684587071,NA,NA,NA,3,1,3,0,2,1,0,NA,0,NA,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,53.31,63.57,31,-3,-12,61.25,0.0052,0.262,1,0
"23","Afghanistan",2020-03-28,91,16,2.338,0.411,2,1,0.051,0.026,NA,NA,NA,NA,38928341,0.5,5.5,19.5,2181.532,8.97049684587071,NA,NA,NA,3,1,3,0,2,1,0,NA,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,61.25,73.1,32,-2,-11,61.25,0.0104,0.2928,1,0
"24","Afghanistan",2020-03-29,106,15,2.723,0.385,3,1,0.077,0.026,NA,NA,NA,NA,38928341,0.5,5.5,19.5,2181.532,8.97049684587071,NA,NA,NA,3,1,3,0,2,1,0,NA,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,61.25,73.1,33,-1,-10,61.25,0.0104,0.339,1,0
