"","Country","date","total_cases","total_cases_per_million","total_deaths","total_deaths_per_million","Obesity_rate","Median_Age","gdp_estimate_ppp","risk_adjusted_age","population_size","Density_km","Inequality_spatial_transformed","C1_School.closing","C1_Flag","C2_Workplace.closing","C2_Flag","C3_Cancel.public.events","C3_Flag","C4_Restrictions.on.gatherings","C4_Flag","C5_Close.public.transport","C5_Flag","C6_Stay.at.home.requirements","C6_Flag","C7_Restrictions.on.internal.movement","C7_Flag","C8_International.travel.controls","E1_Income.support","E1_Flag","E2_Debt.contract.relief","E3_Fiscal.measures","E4_International.support","H1_Public.information.campaigns","H1_Flag","H2_Testing.policy","H3_Contact.tracing","H4_Emergency.investment.in.healthcare","H5_Investment.in.vaccines","M1_Wildcard","StringencyIndex","LegacyStringencyIndex","days_since_outbreak","days_since_deaths_crossed_0.1_per_million","days_since_10_deaths","gov_response_at_0.1_deaths_per_million","deaths_5_day_averages","infections_5_day_averages","peak_deaths_already_occurred_indicator","peak_cases_already_occurred_indicator","new_deaths_per_million","new_cases_per_million"
"1","Afghanistan",2020-02-25,1,0.026,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,1,1,0,0,NA,0,0,0,-34,-43,61.25,0,0.0052,1,0,0,0.026
"2","Afghanistan",2020-02-26,1,0.026,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,1,1,0,0,NA,0,0,1,-33,-42,61.25,0,0.0052,1,0,0,0
"3","Afghanistan",2020-02-27,1,0.026,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,1,1,0,0,NA,0,0,2,-32,-41,61.25,0,0.0052,1,0,0,0
"4","Afghanistan",2020-02-28,1,0.026,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,1,1,0,0,NA,0,0,3,-31,-40,61.25,0,0.0052,1,0,0,0
"5","Afghanistan",2020-02-29,1,0.026,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,1,1,0,0,NA,0,0,4,-30,-39,61.25,0,0.0052,1,0,0,0
"6","Afghanistan",2020-03-01,1,0.026,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,0,NA,0,NA,2,0,0,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,NA,19.05,23.81,5,-29,-38,61.25,0,0,1,0,0,0
"7","Afghanistan",2020-03-02,1,0.026,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,0,NA,0,NA,2,0,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,21.83,26.67,6,-28,-37,61.25,0,0,1,0,0,0
"8","Afghanistan",2020-03-08,4,0.103,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,0,NA,0,NA,2,0,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,21.83,26.67,12,-22,-31,61.25,0,0.0154,1,0,0,0.077
"9","Afghanistan",2020-03-11,7,0.18,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,0,NA,0,NA,2,0,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,21.83,26.67,15,-19,-28,61.25,0,0.0308,1,0,0,0.077
"10","Afghanistan",2020-03-15,10,0.257,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,0,NA,2,0,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,32.94,40.95,19,-15,-24,61.25,0,0.0462,1,0,0,0.077
"11","Afghanistan",2020-03-16,16,0.411,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,0,NA,2,0,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,32.94,40.95,20,-14,-23,61.25,0,0.077,1,0,0,0.154
"12","Afghanistan",2020-03-17,21,0.539,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,0,NA,2,0,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,32.94,40.95,21,-13,-22,61.25,0,0.1026,1,0,0,0.128
"13","Afghanistan",2020-03-18,22,0.565,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,36.11,45.71,22,-12,-21,61.25,0,0.0924,1,0,0,0.026
"14","Afghanistan",2020-03-19,22,0.565,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,36.11,45.71,23,-11,-20,61.25,0,0.077,1,0,0,0
"15","Afghanistan",2020-03-20,22,0.565,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,36.11,45.71,24,-10,-19,61.25,0,0.0616,1,0,0,0
"16","Afghanistan",2020-03-21,24,0.617,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,36.11,45.71,25,-9,-18,61.25,0,0.041,1,0,0,0.051
"17","Afghanistan",2020-03-22,24,0.617,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,36.11,45.71,26,-8,-17,61.25,0,0.0154,1,0,0,0
"18","Afghanistan",2020-03-23,34,0.873,0,0,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,0,NA,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,36.11,45.71,27,-7,-16,61.25,0,0.0616,1,0,0,0.257
"19","Afghanistan",2020-03-24,40,1.028,1,0.026,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,0,NA,0,NA,0,NA,0,NA,1,0,NA,0,0,0,2,1,1,1,0,0,NA,44.05,56.43,28,-6,-15,61.25,0.0052,0.0924,1,0,0.026,0.154
"20","Afghanistan",2020-03-25,42,1.079,1,0.026,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,0,NA,0,NA,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,53.31,63.57,29,-5,-14,61.25,0.0052,0.1026,1,0,0,0.051
"21","Afghanistan",2020-03-26,75,1.927,1,0.026,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,0,NA,0,NA,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,53.31,63.57,30,-4,-13,61.25,0.0052,0.262,1,0,0,0.848
"22","Afghanistan",2020-03-27,75,1.927,1,0.026,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,0,NA,0,NA,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,53.31,63.57,31,-3,-12,61.25,0.0052,0.262,1,0,0,0
"23","Afghanistan",2020-03-28,91,2.338,2,0.051,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,0,NA,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,61.25,73.1,32,-2,-11,61.25,0.0104,0.2928,1,0,0.026,0.411
"24","Afghanistan",2020-03-29,106,2.723,3,0.077,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,0,NA,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,61.25,73.1,33,-1,-10,61.25,0.0104,0.339,1,0,0.026,0.385
"25","Afghanistan",2020-03-30,114,2.928,4,0.103,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,0,NA,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,61.25,73.1,34,0,-9,61.25,0.0156,0.37,1,0,0.026,0.206
"26","Afghanistan",2020-03-31,141,3.622,4,0.103,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,0,NA,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,61.25,73.1,35,1,-8,61.25,0.0156,0.3392,1,0,0,0.694
"27","Afghanistan",2020-04-01,166,4.264,4,0.103,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,0,NA,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,61.25,73.1,36,2,-7,61.25,0.0156,0.4676,1,0,0,0.642
"28","Afghanistan",2020-04-02,192,4.932,4,0.103,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,0,NA,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,61.25,73.1,37,3,-6,61.25,0.0104,0.519,1,0,0,0.668
"29","Afghanistan",2020-04-03,235,6.037,4,0.103,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,0,NA,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,61.25,73.1,38,4,-5,61.25,0.0052,0.663,1,0,0,1.105
"30","Afghanistan",2020-04-04,235,6.037,4,0.103,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,0,NA,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,61.25,73.1,39,5,-4,61.25,0,0.6218,1,0,0,0
"31","Afghanistan",2020-04-05,270,6.936,5,0.128,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,72.36,73.1,40,6,-3,61.25,0.0052,0.6628,1,0,0.026,0.899
"32","Afghanistan",2020-04-06,299,7.681,7,0.18,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,72.36,73.1,41,7,-2,61.25,0.0154,0.6834,1,0,0.051,0.745
"33","Afghanistan",2020-04-07,337,8.657,7,0.18,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,72.36,73.1,42,8,-1,61.25,0.0154,0.745,1,0,0,0.976
"34","Afghanistan",2020-04-08,367,9.428,11,0.283,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,72.36,73.1,43,9,0,61.25,0.036,0.6782,1,0,0.103,0.771
"35","Afghanistan",2020-04-09,423,10.866,14,0.36,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,72.36,73.1,44,10,1,61.25,0.0514,0.966,1,0,0.077,1.439
"36","Afghanistan",2020-04-10,484,12.433,15,0.385,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,1,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,72.36,73.1,45,11,2,61.25,0.0514,1.0996,1,0,0.026,1.567
"37","Afghanistan",2020-04-11,521,13.384,15,0.385,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,1,0,1,0,NA,0,127711935,0,2,1,1,1,54577750,0,NA,72.36,73.1,46,12,3,61.25,0.0412,1.1406,1,0,0,0.95
"38","Afghanistan",2020-04-12,555,14.257,18,0.462,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,76.33,75.48,47,13,4,61.25,0.0566,1.12,1,0,0.077,0.873
"39","Afghanistan",2020-04-13,607,15.593,18,0.462,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,76.33,75.48,48,14,5,61.25,0.036,1.233,1,0,0,1.336
"40","Afghanistan",2020-04-14,665,17.083,21,0.539,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,0,0,2,1,1,1,0,0,NA,76.33,75.48,49,15,6,61.25,0.036,1.2432,1,0,0.077,1.49
"41","Afghanistan",2020-04-15,714,18.341,23,0.591,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,50,16,7,61.25,0.041,1.1816,1,0,0.051,1.259
"42","Afghanistan",2020-04-16,784,20.14,25,0.642,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,51,17,8,61.25,0.0512,1.3512,1,0,0.051,1.798
"43","Afghanistan",2020-04-17,794,20.396,29,0.745,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,52,18,9,61.25,0.0564,1.228,1,0,0.103,0.257
"44","Afghanistan",2020-04-18,845,21.707,30,0.771,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,53,19,10,61.25,0.0616,1.2228,1,0,0.026,1.31
"45","Afghanistan",2020-04-19,908,23.325,30,0.771,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,54,20,11,61.25,0.0462,1.2484,1,0,0,1.618
"46","Afghanistan",2020-04-20,996,25.585,33,0.848,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,55,21,12,61.25,0.0514,1.4488,1,0,0.077,2.261
"47","Afghanistan",2020-04-21,1031,26.485,35,0.899,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,56,22,13,61.25,0.0514,1.269,1,0,0.051,0.899
"48","Afghanistan",2020-04-22,1092,28.052,36,0.925,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,57,23,14,61.25,0.036,1.531,1,0,0.026,1.567
"49","Afghanistan",2020-04-23,1176,30.209,40,1.028,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,58,24,15,61.25,0.0514,1.7006,1,0,0.103,2.158
"50","Afghanistan",2020-04-24,1281,32.907,42,1.079,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,59,25,16,61.25,0.0616,1.9164,1,0,0.051,2.697
"51","Afghanistan",2020-04-25,1351,34.705,43,1.105,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,60,26,17,61.25,0.0514,1.8238,1,0,0.026,1.798
"52","Afghanistan",2020-04-26,1463,37.582,47,1.207,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,61,27,18,61.25,0.0618,2.2194,1,0,0.103,2.877
"53","Afghanistan",2020-04-27,1531,39.329,57,1.464,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,62,28,19,61.25,0.108,2.2554,1,0,0.257,1.747
"54","Afghanistan",2020-04-28,1703,43.747,57,1.464,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,0,NA,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,63,29,20,61.25,0.0874,2.7074,1,0,0,4.418
"55","Afghanistan",2020-04-29,1827,46.932,60,1.541,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,1,1,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,64,30,21,61.25,0.0926,2.805,1,0,0.077,3.185
"56","Afghanistan",2020-04-30,1949,50.066,60,1.541,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,1,1,1,0,NA,0,2,1,1,1,0,0,NA,76.33,75.48,65,31,22,61.25,0.0874,3.0722,1,0,0,3.134
"57","Afghanistan",2020-05-01,2171,55.769,64,1.644,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,2,1,4,1,2,0,2,0,2,0,NA,1,1,0,NA,0,2,1,NA,NA,NA,NA,NA,73.56,72.62,66,32,23,61.25,0.0874,3.6374,1,0,0.103,5.703
"58","Afghanistan",2020-05-02,2335,59.982,68,1.747,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,NA,NA,NA,NA,2,0,NA,NA,2,0,NA,1,1,0,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,67,33,24,61.25,0.0566,4.1306,1,0,0.103,4.213
"59","Afghanistan",2020-05-03,2469,63.424,72,1.85,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,NA,NA,NA,NA,2,0,NA,NA,2,0,NA,1,1,0,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,68,34,25,61.25,0.0772,3.9354,1,0,0.103,3.442
"60","Afghanistan",2020-05-04,2704,69.461,85,2.183,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,NA,NA,NA,NA,2,0,NA,NA,2,0,NA,1,1,0,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,69,35,26,61.25,0.1286,4.5058,1,0,0.334,6.037
"61","Afghanistan",2020-05-05,2894,74.342,90,2.312,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,NA,NA,NA,NA,2,0,NA,NA,2,0,NA,NA,NA,NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,70,36,27,61.25,0.1542,4.8552,1,0,0.128,4.881
"62","Afghanistan",2020-05-06,3224,82.819,95,2.44,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,NA,NA,NA,NA,2,0,NA,NA,2,0,NA,NA,NA,NA,NA,0,2,1,NA,NA,NA,NA,NA,NA,NA,71,37,28,61.25,0.1592,5.41,1,0,0.128,8.477
"63","Afghanistan",2020-05-07,3392,87.134,104,2.672,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,NA,NA,NA,NA,2,0,NA,NA,2,0,NA,NA,NA,NA,NA,0,2,1,NA,NA,NA,NA,NA,73.56,72.62,72,38,29,61.25,0.1848,5.4306,1,0,0.231,4.316
"64","Afghanistan",2020-05-08,3563,91.527,106,2.723,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,NA,NA,NA,NA,2,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,73.56,72.62,73,39,30,61.25,0.1744,5.6208,1,0,0.051,4.393
"65","Afghanistan",2020-05-09,3778,97.05,109,2.8,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,3,1,3,0,NA,NA,NA,NA,2,0,NA,NA,2,0,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,73.56,72.62,74,40,31,61.25,0.123,5.518,1,0,0.077,5.523
"66","Afghanistan",2020-05-10,4033,103.601,115,2.954,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.56,72.62,75,41,32,61.25,0.1282,5.8518,1,0,0.154,6.55
"67","Afghanistan",2020-05-11,4402,113.08,120,3.083,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.56,72.62,76,42,33,61.25,0.1282,6.0522,1,0,0.128,9.479
"68","Afghanistan",2020-05-12,4687,120.401,122,3.134,5.5,19.5,2181.532,8.97049684587071,38.9282481042516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,43,34,61.25,0.0922,6.6532,1,0,0.051,7.321
"69","Albania",2020-03-09,2,0.695,0,0,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,3,1,0,NA,0,NA,0,NA,0,0,NA,0,0,0,0,NA,1,1,0,0,NA,36.64,35.71,0,-3,-20,53.31,0,0.695,1,1,0,0.695
"70","Albania",2020-03-10,6,2.085,0,0,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,3,1,0,NA,0,NA,0,NA,0,0,NA,0,0,0,2,1,1,1,0,0,NA,47.75,50,1,-2,-19,53.31,0,1.0425,1,1,0,1.39
"71","Albania",2020-03-11,10,3.475,0,0,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,3,1,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,NA,53.31,55.71,2,-1,-18,53.31,0,1.15833333333333,1,1,0,1.39
"72","Albania",2020-03-12,11,3.822,1,0.347,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,3,1,0,NA,0,NA,0,NA,2,0,NA,0,0,0,2,1,1,1,0,0,NA,53.31,55.71,3,0,-17,53.31,0.08675,0.9555,1,1,0.347,0.347
"73","Albania",2020-03-13,23,7.992,1,0.347,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,3,1,2,0,2,1,2,1,2,0,NA,0,0,0,2,1,1,1,0,0,NA,80.82,79.52,4,1,-16,53.31,0.0694,1.5984,1,1,0,4.17
"74","Albania",2020-03-14,33,11.467,1,0.347,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,3,1,2,0,2,1,2,1,2,0,NA,0,0,0,2,1,1,1,0,0,NA,80.82,79.52,5,2,-15,53.31,0.0694,2.1544,1,1,0,3.475
"75","Albania",2020-03-15,38,13.205,1,0.347,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,NA,84.39,85.24,6,3,-14,53.31,0.0694,2.2238,1,1,0,1.737
"76","Albania",2020-03-16,42,14.594,1,0.347,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,NA,84.39,85.24,7,4,-13,53.31,0.0694,2.2238,1,1,0,1.39
"77","Albania",2020-03-17,51,17.722,1,0.347,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,NA,84.39,85.24,8,5,-12,53.31,0,2.7798,1,1,0,3.127
"78","Albania",2020-03-18,55,19.112,1,0.347,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,0,NA,0,0,0,2,1,1,1,0,0,NA,84.39,85.24,9,6,-11,53.31,0,2.2238,1,1,0,1.39
"79","Albania",2020-03-19,59,20.502,2,0.695,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,2.5e+07,0,NA,84.39,85.24,10,7,-10,53.31,0.0694,1.8068,1,1,0.347,1.39
"80","Albania",2020-03-20,70,24.324,2,0.695,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,3.45e+08,0,2,1,1,1,2.5e+07,0,NA,84.39,85.24,11,8,-9,53.31,0.0694,2.2238,1,1,0,3.822
"81","Albania",2020-03-21,70,24.324,2,0.695,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,84.39,85.24,12,9,-8,53.31,0.0694,1.9458,1,1,0,0
"82","Albania",2020-03-22,76,26.409,2,0.695,21.7,34.3,14866.443,54.0683652168519,2.87780230950236,102.5130877,3.72214094286438,3,1,2,0,2,1,2,1,2,0,2,1,2,1,4,1,0,1,0,0,2,1,1,1,0,0,NA,84.39,85.24,13,10,-7,53.31,0.0694,1.7374,1,1,0,2.085
